Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-05-03;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;0,00;0,00;24,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;0,00;0,00;8,00;8,00;15,00;0,00;8,00;8,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;23,00;0,00;7,32;0,00;14,64;0,00;8,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;8,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;15,00;0,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;8,00;0,00
2020-06-14;16,00;0,00;16,00;16,00;23,47;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00
2020-06-21;8,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;48,00;0,00;15,65;24,00;8,35;16,00;0,00;0,00;8,00;16,00;16,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2020-07-05;43,00;0,00;25,80;25,80;8,60;8,19;8,19;8,19;0,00;9,00;9,00;0,00;9,00;0,00;0,00;17,00;17,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;64,00;0,00;18,13;18,13;18,13;9,14;0,00;0,00;0,00;18,00;9,00;9,00;0,00;0,00;0,00;9,00;27,00;0,00;0,00;0,00;18,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;38,00;9,50;19,00;0,00;28,50;0,00;9,00;10,00;0,00;29,00;0,00;19,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;9,00;0,00;9,00;26,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;9,00;9,00;0,00;0,00;9,00;27,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;9,00;19,13;28,13;0,00;19,13;0,00;9,00;9,00;0,00;9,00;0,00;26,00;0,00;0,00;0,00;26,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;41,00;8,41;24,18;24,18;8,41;0,00;0,00;0,00;8,00;16,00;16,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;25,00;16,67;8,33;8,33;16,67;0,00;0,00;0,00;0,00;8,00;25,00;8,00;17,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;8,00;16,00;24,00;8,00;8,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;25,00;8,33;16,67;16,67;8,33;8,00;0,00;0,00;0,00;17,00;8,00;0,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;9,00;0,00;9,00;19,13;28,13;9,00;26,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;9,00;9,00;18,00;18,00;0,00;17,00;9,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;26,00;0,00;9,00;0,00;26,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2020-09-20;0,00;8,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;9,00;0,00;17,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;9,00;0,00;9,00;0,00;18,00;0,00;8,00;17,00;0,00;0,00;17,00;9,00;0,00;0,00;9,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;44,00;0,00;0,00;8,59;0,00;0,00;9,21;0,00;0,00;9,00;0,00;26,00;9,00;0,00;9,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
