Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-07-26;0,00;0,00;0,00;0,00;0,00;70,00;0,00;0,00;0,00;0,00;43,00;65,00;0,00;0,00;0,00;57,00;0,00;0,00;28,00;0,00;9,00
2020-08-02;47,00;0,00;69,86;0,00;0,00;47,00;0,00;23,00;0,00;47,00;144,36;97,36;0,00;0,00;0,00;94,00;0,00;0,00;47,00;0,00;22,26
2020-08-09;23,00;23,00;23,00;0,00;0,00;68,00;0,00;0,00;0,00;23,00;115,00;92,00;0,00;0,00;0,00;46,00;0,00;23,00;138,00;0,00;23,00
2020-08-16;23,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,00;115,00;69,00;0,00;0,00;0,00;92,00;23,00;23,00;94,56;0,00;0,00
2020-08-23;46,00;23,00;23,00;23,00;46,00;23,00;0,00;0,00;0,00;0,00;184,00;92,00;0,00;0,00;0,00;138,00;69,00;0,00;69,00;23,00;92,00
2020-08-30;22,00;22,00;0,00;42,78;0,00;68,00;0,00;0,00;0,00;0,00;88,00;88,00;0,00;0,00;0,00;84,86;22,00;0,00;22,00;22,00;0,00
2020-09-06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;70,00;21,00;0,00;0,00;7,00;28,00;0,00;0,00;46,00;0,00;9,00
2020-09-13;23,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,00;23,00;0,00;0,00;0,00;23,00;0,00;0,00;69,00;0,00;69,00
2020-09-20;45,00;21,86;21,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86,79;67,50;0,00;0,00;0,00;22,50;22,50;0,00;90,00;22,50;45,00
2020-09-27;0,00;53,00;0,00;18,00;0,00;23,00;0,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;21,00;7,00;0,00;9,00;0,00;9,00
2020-10-04;23,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;161,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;23,00
2020-10-11;24,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,43;0,00;0,00;0,00;48,00;0,00;0,00;50,67;0,00;0,00
2020-10-18;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;9,00;0,00;0,00
2020-10-25;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;9,00;0,00;0,00;0,00
2020-11-01;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;6,00;0,00;16,00;0,00;8,00
2020-11-08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00
2020-11-15;23,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;46,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;0,00;0,00;0,00;0,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00
2020-12-06;0,00;34,00;0,00;17,00;0,00;22,00;0,00;0,00;0,00;0,00;20,00;13,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;9,00;0,00
2020-12-13;22,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00
2020-12-20;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00
