Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2021-05-02;62,00;520,80;6,20;24,80;24,80;39,00;24,00;26,00;13,00;17,00;13,00;4,00;2,00
2021-05-09;45,00;450,00;11,25;22,50;56,25;55,00;37,00;58,00;21,00;15,00;11,00;17,00;2,00
2021-05-16;40,00;560,00;13,33;26,67;40,00;32,00;34,00;21,00;17,00;13,00;11,00;6,00;6,00
2021-05-23;67,00;589,60;6,70;40,20;40,20;38,00;32,00;42,00;11,00;13,00;9,00;6,00;2,00
2021-05-30;74,00;493,33;6,17;24,67;24,67;39,00;25,00;38,00;19,00;17,00;10,00;4,00;8,00
2021-06-06;55,00;618,75;6,88;41,25;41,25;28,00;21,00;43,00;13,00;15,00;8,00;15,00;6,00
2021-06-13;65,00;598,00;13,00;26,00;52,00;38,00;38,00;38,00;25,00;13,00;17,00;10,00;6,00
2021-06-20;54,00;607,50;13,50;40,50;40,50;31,00;31,00;31,00;10,00;17,00;15,00;8,00;10,00
2021-06-27;88,00;565,71;12,57;25,14;37,71;48,00;36,00;38,00;19,00;21,00;17,00;11,00;11,00
2021-07-04;68,00;555,33;11,33;34,00;34,00;45,00;29,00;33,00;16,00;18,00;17,00;16,00;6,00
2021-07-11;68,00;566,67;11,33;22,67;22,67;34,00;30,00;38,00;13,00;17,00;9,00;6,00;4,00
2021-07-18;74,00;555,00;6,17;37,00;37,00;32,00;17,00;24,00;23,00;8,00;17,00;6,00;4,00
2021-07-25;59,00;495,60;11,80;35,40;23,60;36,00;17,00;30,00;15,00;13,00;8,00;10,00;2,00
2021-08-01;42,00;560,00;14,00;42,00;42,00;30,00;43,00;21,00;10,00;17,00;11,00;6,00;0,00
2021-08-08;48,00;564,00;24,00;24,00;36,00;23,00;19,00;32,00;17,00;15,00;12,00;2,00;8,00
2021-08-15;62,00;508,40;6,20;24,80;24,80;33,00;23,00;27,00;19,00;31,00;17,00;8,00;0,00
2021-08-22;48,00;516,00;12,00;12,00;36,00;42,00;27,00;23,00;10,00;25,00;8,00;8,00;0,00
2021-08-29;54,00;580,50;13,50;13,50;67,50;31,00;34,00;36,00;21,00;15,00;23,00;10,00;0,00
2021-09-05;64,00;601,60;12,80;25,60;51,20;55,00;47,00;28,00;10,00;12,00;10,00;8,00;2,00
2021-09-12;65,00;572,00;13,00;13,00;52,00;31,00;33,00;29,00;39,00;12,00;24,00;12,00;4,00
2021-09-19;35,00;560,00;11,67;35,00;35,00;29,00;51,00;23,00;27,00;20,00;6,00;6,00;8,00
2021-09-26;46,00;598,00;11,50;34,50;34,50;24,00;28,00;22,00;30,00;14,00;12,00;8,00;4,00
2021-10-03;68,00;557,60;13,60;27,20;27,20;19,00;16,00;27,00;15,00;17,00;14,00;8,00;3,00
2021-10-10;49,00;490,00;12,25;24,50;36,75;38,00;38,00;28,00;20,00;14,00;28,00;13,00;3,00
2021-10-17;52,00;585,00;13,00;26,00;39,00;32,00;21,00;36,00;21,00;17,00;20,00;11,00;3,00
2021-10-24;46,00;506,00;11,50;23,00;46,00;33,00;32,00;29,00;22,00;15,00;8,00;6,00;4,00
2021-10-31;54,00;567,00;13,50;27,00;40,50;26,00;33,00;18,00;24,00;10,00;8,00;6,00;3,00
2021-11-07;40,00;546,67;13,33;26,67;53,33;46,00;33,00;21,00;13,00;8,00;14,00;8,00;1,00
2021-11-14;27,00;553,50;13,50;27,00;27,00;25,00;26,00;19,00;16,00;4,00;14,00;0,00;4,00
2021-11-21;40,00;480,00;13,33;26,67;40,00;31,00;18,00;20,00;17,00;9,00;9,00;3,00;3,00
2021-11-28;33,00;341,00;11,00;22,00;22,00;28,00;12,00;21,00;7,00;12,00;4,00;5,00;1,00
2021-12-05;39,00;442,00;13,00;39,00;26,00;18,00;18,00;22,00;11,00;10,00;1,00;4,00;1,00
2021-12-12;23,00;402,50;5,75;23,00;11,50;22,00;21,00;22,00;21,00;8,00;10,00;6,00;1,00
2021-12-19;19,00;285,00;9,50;9,50;9,50;19,00;13,00;21,00;12,00;6,00;7,00;0,00;6,00
2021-12-26;18,00;720,00;0,00;18,00;36,00;18,00;15,00;20,00;13,00;2,00;7,00;2,00;3,00
