Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-12-01;50,00;50,00;25,68;25,68;12,16;37,88;0,00;25,76;0,00;0,00;0,00;0,00;50,00;0,00;0,00;37,00;0,00;25,00;0,00;12,50;0,00;0,00;12,00;0,00;12,00;12,00;0,00;0,00;12,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87,93;50,00;0,00;25,00;0,00
2019-12-08;89,00;13,28;25,24;13,28;0,00;25,22;0,00;0,00;13,35;25,43;0,00;0,00;50,86;0,00;0,00;26,00;0,00;12,54;0,00;25,07;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;114,67;11,98;0,00;13,00;13,00
2019-12-15;49,00;0,00;0,00;0,00;0,00;37,12;0,00;0,00;11,88;12,89;0,00;24,50;61,89;0,00;0,00;24,00;0,00;23,87;12,56;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,25;87,50;49,00;0,00;12,00;12,00
2019-12-22;0,00;0,00;10,00;20,00;0,00;9,00;9,00;0,00;0,00;0,00;10,00;21,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;15,00;0,00;27,00;0,00
2019-12-29;53,00;13,25;39,75;0,00;13,25;13,25;0,00;0,00;26,50;26,50;0,00;53,00;39,12;0,00;0,00;0,00;0,00;0,00;0,00;13,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,68;145,32;0,00;0,00;0,00;27,00
2020-01-05;61,00;11,93;23,87;23,87;11,93;37,20;0,00;0,00;0,00;12,71;0,00;36,85;24,15;25,00;0,00;0,00;0,00;12,45;0,00;24,90;0,00;0,00;12,00;12,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,86;11,86;96,58;11,86;12,00;12,00;12,00
2020-01-12;68,00;10,67;0,00;22,67;0,00;0,00;11,83;22,17;0,00;11,55;0,00;23,09;57,74;11,00;0,00;11,00;0,00;11,33;0,00;45,33;11,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;92,41;22,67;0,00;0,00;11,00
2020-01-19;33,00;10,56;10,56;33,00;0,00;0,00;0,00;11,48;11,48;0,00;0,00;0,00;34,27;0,00;0,00;0,00;0,00;33,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;128,70;21,45;11,00;11,00;11,00
2020-01-26;82,00;0,00;12,10;22,85;0,00;35,78;0,00;0,00;0,00;11,53;0,00;0,00;47,41;0,00;0,00;0,00;0,00;11,35;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,25;11,96;0,00;12,00;23,00
2020-02-02;23,00;33,22;33,22;11,50;11,50;34,50;0,00;0,00;0,00;24,28;0,00;24,28;24,28;0,00;0,00;12,00;0,00;0,00;0,00;10,89;0,00;0,00;23,00;12,00;0,00;12,00;0,00;0,00;12,00;0,00;35,00;12,00;0,00;0,00;0,00;0,00;0,00;11,50;11,50;111,71;11,50;0,00;12,00;0,00
2020-02-09;70,00;0,00;22,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;11,25;0,00;11,25;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;70,00;11,95;0,00;12,00;23,00
2020-02-16;69,00;23,00;12,18;23,00;0,00;12,00;0,00;12,00;0,00;23,00;0,00;34,50;23,00;0,00;0,00;11,00;11,00;0,00;0,00;22,58;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;34,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;46,58;0,00;11,00;11,00;0,00
2020-02-23;22,00;0,00;10,35;0,00;0,00;11,73;11,73;0,00;0,00;11,00;0,00;0,00;33,00;0,00;0,00;34,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;11,85;0,00;55,85;22,00;0,00;0,00;0,00
