Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-02-02;59,00;71,64;28,10;0,00;18,26;46,00;12,00;12,00;39,00;125,70;15,39;28,22;15,39;10,07;43,17;12,95;1,44;5,00;2,00;8,00;3,00;69,73;6,70;20,11;2,68;3,00;0,00;0,00;2,00;7,00;2,00;2,00;2,00;2,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;71,00;97,98;42,60;0,00;17,04;34,00;12,00;7,00;44,00;155,15;31,56;21,04;15,78;8,69;46,37;4,35;0,00;7,00;2,00;7,00;5,00;96,94;8,19;20,48;9,56;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;77,00;99,40;44,80;0,00;9,80;38,00;17,00;13,00;40,00;171,97;17,97;20,53;15,40;8,72;87,17;10,17;1,45;5,00;5,00;12,00;0,00;108,07;16,21;22,96;5,40;3,00;0,00;0,00;7,00;17,00;3,00;2,00;0,00;2,00;0,00;3,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00
2020-02-23;60,00;87,91;55,81;0,00;15,35;39,00;6,00;5,00;31,00;138,26;18,26;10,43;15,65;11,71;45,37;11,71;1,46;13,00;6,00;2,00;3,00;72,00;9,33;25,33;8,00;3,00;2,00;0,00;6,00;8,00;3,00;0,00;0,00;0,00;0,00;3,00;2,00;2,00;0,00;0,00;2,00;2,00;0,00
2020-03-01;42,00;78,40;47,60;0,00;8,40;49,00;8,00;10,00;13,00;120,75;15,75;15,75;23,63;4,34;46,34;5,79;0,00;13,00;2,00;2,00;3,00;44,71;23,03;6,77;6,77;2,00;2,00;0,00;5,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-03-08;65,00;87,61;49,46;0,00;19,78;39,00;11,00;6,00;15,00;85,80;15,60;13,00;7,80;11,82;47,27;13,30;2,95;19,00;2,00;8,00;5,00;36,56;14,90;14,90;8,13;3,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;8,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;45,00;105,47;78,75;0,00;14,06;32,00;14,00;11,00;38,00;71,47;15,88;7,94;18,53;7,26;42,10;11,61;2,90;8,00;8,00;5,00;0,00;35,45;15,00;9,55;1,36;0,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;30,00;85,71;35,71;0,00;12,86;25,00;8,00;16,00;28,00;81,82;13,64;10,91;10,91;7,50;33,00;7,50;4,50;5,00;0,00;5,00;3,00;53,18;20,45;8,18;10,91;0,00;3,00;0,00;0,00;5,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2020-03-29;32,00;62,55;23,27;0,00;5,82;29,00;6,00;9,00;26,00;58,67;16,00;5,33;16,00;5,82;27,64;4,36;2,91;12,00;3,00;5,00;0,00;26,43;8,35;11,13;1,39;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;3,00;0,00;6,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;29,00;67,67;40,05;0,00;9,67;28,00;6,00;6,00;26,00;79,09;13,18;7,91;13,18;4,35;30,45;7,25;2,90;8,00;6,00;5,00;2,00;35,59;15,82;6,59;3,95;0,00;3,00;0,00;2,00;9,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
