Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-11-17;45,00;17,00;11,00;6,00;11,00;11,00;6,00;6,00;0,00;0,00;0,00;5,36;61,07;11,00;0,00;11,00;6,00;6,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;11,00;6,00;6,00;6,00;6,00;17,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;36,00;6,00;24,00;6,00;6,00;0,00;0,00;60,00;0,00;0,00;0,00;18,00;70,94;6,00;6,00;18,00;12,00;30,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;12,00;0,00;6,00;18,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;28,00;22,00;17,00;0,00;17,00;6,00;0,00;28,00;6,00;0,00;0,00;10,77;66,77;6,00;11,00;17,00;6,00;11,00;0,00;28,00;6,00;0,00;17,00;6,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;11,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2019-12-08;51,00;22,00;11,00;17,00;0,00;0,00;11,00;45,00;6,00;0,00;0,00;10,85;73,79;0,00;0,00;6,00;6,00;11,00;0,00;6,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;11,00;17,00;17,00;11,00;0,00;11,00;28,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;0,00
2019-12-15;58,00;6,00;6,00;6,00;6,00;12,00;6,00;35,00;0,00;0,00;11,81;17,19;75,19;0,00;0,00;23,00;12,00;17,00;6,00;41,00;0,00;0,00;6,00;6,00;0,00;6,00;6,00;6,00;17,00;0,00;12,00;6,00;6,00;0,00;12,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;45,00;0,00;19,00;0,00;13,00;0,00;19,00;6,00;6,00;0,00;0,00;25,71;90,00;6,00;19,00;13,00;19,00;6,00;19,00;45,00;0,00;0,00;13,00;6,00;0,00;0,00;0,00;0,00;6,00;19,00;13,00;0,00;0,00;19,00;19,00;6,00;6,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;65,00;0,00;24,00;6,00;12,00;18,00;6,00;18,00;0,00;6,39;6,39;18,11;58,61;0,00;18,00;6,00;0,00;30,00;0,00;60,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;12,00;0,00;6,00;24,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2020-01-05;50,00;6,00;11,00;6,00;0,00;6,00;22,00;33,00;6,00;0,00;5,32;5,32;55,32;11,00;17,00;17,00;11,00;6,00;6,00;50,00;0,00;0,00;22,00;0,00;6,00;6,00;6,00;6,00;6,00;11,00;0,00;17,00;0,00;11,00;17,00;0,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00
2020-01-12;100,00;26,00;5,00;5,00;5,00;5,00;0,00;58,00;0,00;0,00;0,00;26,60;62,77;16,00;5,00;32,00;5,00;16,00;5,00;32,00;0,00;0,00;5,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;5,00;21,00;5,00;5,00;21,00;11,00;0,00;21,00;0,00;5,00;0,00;0,00;0,00;0,00
2020-01-19;55,00;0,00;11,00;5,00;22,00;16,00;11,00;16,00;5,00;5,39;0,00;16,18;71,18;0,00;16,00;16,00;22,00;5,00;11,00;72,00;22,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;16,00;5,00;0,00;17,00;22,00;6,00;0,00;5,00;11,00;5,00;0,00;0,00;0,00;0,00
